filepath,scan,frag_id,charge,H2O,NH3,CO,CO2,2H2O,2NH3,%H,%2H,css,rawcos,theory_mz,theory_int,obs_mz,ppm,obs_int,within,obs_idx
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,z36-CO2,1,0,0,0,1,0,0,60.19423516835322,39.80576483164678,0.7228948319708244,0.5702036811081272,3685.7619229999996,1.0047976834699492,3685.7659,1.0790170617063328,2.0,True,92302
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,z36-CO2,1,0,0,0,1,0,0,60.19423516835322,39.80576483164678,0.7228948319708244,0.5702036811081272,3685.7659,2.0,3685.7659,0.0,2.0,True,92302
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,z36-CO2,1,0,0,0,1,0,0,60.19423516835322,39.80576483164678,0.7228948319708244,0.5702036811081272,3686.765223,0.6049140362329849,3687.3772,165.9929404189306,1.0,False,92305
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,z36-CO2,1,0,0,0,1,0,0,60.19423516835322,39.80576483164678,0.7228948319708244,0.5702036811081272,3686.7691999999997,1.5194539864065324,3687.3772,164.9140390996471,1.0,False,92305
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,z36-CO2,1,0,0,0,1,0,0,60.19423516835322,39.80576483164678,0.7228948319708244,0.5702036811081272,3687.7685229999997,0.3047847522206229,3687.386,-103.72749743212789,1.0,False,92306
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,z36-CO2,1,0,0,0,1,0,0,60.19423516835322,39.80576483164678,0.7228948319708244,0.5702036811081272,3687.7724999999996,0.9147503611008908,3687.386,-104.80581434988585,1.0,False,92306
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,z36-CO2,1,0,0,0,1,0,0,60.19423516835322,39.80576483164678,0.7228948319708244,0.5702036811081272,3688.7718229999996,0.1329069245807058,3687.386,-375.6868319582202,1.0,False,92306
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,z36-CO2,1,0,0,0,1,0,0,60.19423516835322,39.80576483164678,0.7228948319708244,0.5702036811081272,3688.7758,0.4608951775826849,3687.386,-376.7645623786414,1.0,False,92306
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,z36-CO2,1,0,0,0,1,0,0,60.19423516835322,39.80576483164678,0.7228948319708244,0.5702036811081272,3689.775123,0.0513083305468215,3687.386,-647.4982676064639,1.0,False,92306
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,z36-CO2,1,0,0,0,1,0,0,60.19423516835322,39.80576483164678,0.7228948319708244,0.5702036811081272,3689.7790999999997,0.20098170974856294,3687.386,-648.5754120076665,1.0,False,92306
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,z36-CO2,1,0,0,0,1,0,0,60.19423516835322,39.80576483164678,0.7228948319708244,0.5702036811081272,3690.7823999999996,0.07758840278771759,3693.2742,675.141400912782,5.0,False,92307
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,z36-CO2,1,0,0,0,1,0,0,60.19423516835322,39.80576483164678,0.7228948319708244,0.5702036811081272,3691.7857,0.0269526908726355,3693.2742,403.192417154639,5.0,False,92307
