frag_id,charge,H2O,NH3,CO,CO2,2H2O,2NH3,%H,%2H,css,rawcos,theory_mz,theory_int,obs_mz,ppm,obs_int,within,obs_idx
b24,1,0,0,0,0,0,0,0.0,0.0,0.8512529433526236,0.7888557607384232,2554.2171,0.9738190990363683,2554.2275,4.071697742575552,9.323,True,25494
b24,1,0,0,0,0,0,0,0.0,0.0,0.8512529433526236,0.7888557607384232,2555.2203999999997,0.32813463192168846,2555.238,6.887859849635482,2.0,True,25503
y23,2,0,0,0,0,0,0,0.0,0.0,0.8357059819838907,0.840028634116285,1199.57705,2.9901079136690676,1199.5773,0.2084067878954153,6.143,True,2002
y23,2,0,0,0,0,0,0,0.0,0.0,0.8357059819838907,0.840028634116285,1200.0787,3.857,1200.0787,0.0,3.857,True,2009
y23,2,0,0,0,0,0,0,0.0,0.0,0.8357059819838907,0.840028634116285,1200.5803500000002,2.6717596100269803,1200.5909,8.78741685197426,6.341,True,2013
y23,2,0,0,0,0,0,0,0.0,0.0,0.8357059819838907,0.840028634116285,1201.082,1.307197625524578,1201.0037,-65.19121925074774,3.0,False,2016
y23,2,0,0,0,0,0,0,0.0,0.0,0.8357059819838907,0.840028634116285,1201.58365,0.5036645026263777,1201.6058,18.434005822241797,1.0,True,2017
y23,2,0,0,0,0,0,0,0.0,0.0,0.8357059819838907,0.840028634116285,1202.0853000000002,0.16195764924487185,1202.0635,-18.13515230592379,2.0,True,2023
y23,2,0,0,0,0,0,0,0.0,0.0,0.8357059819838907,0.840028634116285,1202.5869500000001,0.045048814921716286,1202.6896,85.3576533487348,2.643,False,2024
c10,1,0,0,0,0,0,0,100.0,0.0,0.8234744180003888,0.6568546075788781,1038.468,29.0,1038.468,0.0,29.0,True,1339
c10,1,0,0,0,0,0,0,100.0,0.0,0.8234744180003888,0.6568546075788781,1039.4713,14.60527000000001,1039.4663,-4.810137615037343,10.38,True,1345
c10,1,0,0,0,0,0,0,100.0,0.0,0.8234744180003888,0.6568546075788781,1040.4746,7.0289844394750025,1040.4536,-20.18309721348139,9.0,False,1350
c10,1,0,0,0,0,0,0,100.0,0.0,0.8234744180003888,0.6568546075788781,1041.4779,2.2851502246375746,1041.7145,227.17716813765614,1.0,False,1352
c10,1,0,0,0,0,0,0,100.0,0.0,0.8234744180003888,0.6568546075788781,1042.4812,0.629423780959629,1042.3453,-130.36206312400873,6.077,False,1355
c31-CO2,3,0,0,0,1,0,0,18.5660415159574,48.31970381543517,0.8020051851871536,0.41714898983168897,1069.554767,1.181718810009158,1069.5486,-5.7659506462701025,3.0,True,1432
c31-CO2,3,0,0,0,1,0,0,18.5660415159574,48.31970381543517,0.8020051851871536,0.41714898983168897,1069.8892,1.9999999999999998,1069.8892,0.0,2.0,True,1435
c31-CO2,3,0,0,0,1,0,0,18.5660415159574,48.31970381543517,0.8020051851871536,0.41714898983168897,1069.890525,0.4540557734091362,1069.8892,-1.2384444660369478,2.0,True,1435
c31-CO2,3,0,0,0,1,0,0,18.5660415159574,48.31970381543517,0.8020051851871536,0.41714898983168897,1070.223633,1.8858626961800933,1070.2297,5.66890864017205,5.0,True,1436
c31-CO2,3,0,0,0,1,0,0,18.5660415159574,48.31970381543517,0.8020051851871536,0.41714898983168897,1070.224959,0.7684666937062927,1070.2297,4.429909768339291,5.0,True,1436
c31-CO2,3,0,0,0,1,0,0,18.5660415159574,48.31970381543517,0.8020051851871536,0.41714898983168897,1070.226284,0.8098505274534983,1070.2297,3.1918483512180575,5.0,True,1436
c31-CO2,3,0,0,0,1,0,0,18.5660415159574,48.31970381543517,0.8020051851871536,0.41714898983168897,1070.558067,1.2813448759645725,1070.5428,-14.260786472588757,1.725,True,1438
c31-CO2,3,0,0,0,1,0,0,18.5660415159574,48.31970381543517,0.8020051851871536,0.41714898983168897,1070.559392,0.7246113354587757,1070.5428,-15.498439529776208,1.725,True,1438
c31-CO2,3,0,0,0,1,0,0,18.5660415159574,48.31970381543517,0.8020051851871536,0.41714898983168897,1070.560718,1.3706315251886731,1070.5428,-16.737023597767354,1.725,True,1438
c31-CO2,3,0,0,0,1,0,0,18.5660415159574,48.31970381543517,0.8020051851871536,0.41714898983168897,1070.8925,0.693096653465877,1070.882,-9.804905721036794,3.846,True,1440
c31-CO2,3,0,0,0,1,0,0,18.5660415159574,48.31970381543517,0.8020051851871536,0.41714898983168897,1070.8938249999999,0.49233543016499737,1070.882,-11.042177780618925,3.846,True,1440
c31-CO2,3,0,0,0,1,0,0,18.5660415159574,48.31970381543517,0.8020051851871536,0.41714898983168897,1070.895151,1.2924114317808724,1070.882,-12.28038056536105,3.846,True,1440
c31-CO2,3,0,0,0,1,0,0,18.5660415159574,48.31970381543517,0.8020051851871536,0.41714898983168897,1071.226933,0.31454748814392575,1070.9685,-241.24953549871975,6.0,False,1441
c31-CO2,3,0,0,0,1,0,0,18.5660415159574,48.31970381543517,0.8020051851871536,0.41714898983168897,1071.228259,0.2663108468539093,1070.9685,-242.48706829533978,6.0,False,1441
