filepath,scan,mz_min,mz_max,precursor_charge,reduction,charge,proton_count,h_transfer,loss_formula,loss_count,anchor_theory_mz,anchor_obs_mz,anchor_ppm,anchor_int,anchor_rel_int,shift_mz,range_min_mz,range_max_mz
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,2,4,7,1,H2O,2,1937.9407092040851,1937.4275,264.82193270809125,14980.0,0.3967161016949153,-0.5132092040851148,1927.6707367748998,1930.6806367748998
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,2,4,8,2,H2O,2,1937.9407092040851,1937.4275,264.82193270809125,14980.0,0.3967161016949153,-0.5132092040851148,1927.9225558916498,1930.9324558916499
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,2,4,4,-2,NH3,2,1937.9407092040851,1937.4275,264.82193270809125,14980.0,0.3967161016949153,-0.5132092040851148,1927.407287215995,1930.417187215995
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,2,4,5,-1,NH3,2,1937.9407092040851,1937.4275,264.82193270809125,14980.0,0.3967161016949153,-0.5132092040851148,1927.6591063327448,1930.6690063327449
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,2,4,6,0,NH3,2,1937.9407092040851,1937.4275,264.82193270809125,14980.0,0.3967161016949153,-0.5132092040851148,1927.910925449495,1930.920825449495
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,2,4,7,1,NH3,2,1937.9407092040851,1937.4275,264.82193270809125,14980.0,0.3967161016949153,-0.5132092040851148,1928.1627445662448,1931.1726445662448
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,2,4,8,2,NH3,2,1937.9407092040851,1937.4275,264.82193270809125,14980.0,0.3967161016949153,-0.5132092040851148,1928.4145636829949,1931.4244636829949
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,4,-2,,0,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2581.232649022,2585.245849022
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,5,-1,,0,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2581.5684078443333,2585.581607844333
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,6,0,,0,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2581.9041666666667,2585.9173666666666
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,7,1,,0,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2582.2399254889997,2586.2531254889996
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,8,2,,0,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2582.575684311333,2586.588884311333
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,4,-2,H2O,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2575.2291274607664,2579.242327460767
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,5,-1,H2O,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2575.5648862831,2579.5780862830998
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,6,0,H2O,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2575.9006451054333,2579.913845105433
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,7,1,H2O,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2576.2364039277663,2580.249603927766
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,8,2,H2O,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2576.5721627501,2580.5853627500996
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,4,-2,NH3,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2575.5571326549966,2579.5703326549965
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,5,-1,NH3,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2575.8928914773296,2579.9060914773295
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,6,0,NH3,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2576.228650299663,2580.241850299663
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,7,1,NH3,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2576.564409121996,2580.5776091219964
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,8,2,NH3,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2576.9001679443295,2580.91336794433
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,4,-2,CO,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2461.8434902449135,2465.8566902449134
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,5,-1,CO,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2462.1792490672465,2466.192449067247
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,6,0,CO,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2462.51500788958,2466.5282078895802
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,7,1,CO,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2462.8507667119134,2466.8639667119132
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,8,2,CO,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2463.186525534247,2467.1997255342467
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,4,-2,CO2,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2566.56937260896,2570.58257260896
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,5,-1,CO2,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2566.9051314312933,2570.918331431293
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,6,0,CO2,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2567.2408902536267,2571.2540902536266
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,7,1,CO2,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2567.5766490759597,2571.5898490759596
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,8,2,CO2,1,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2567.912407898293,2571.925607898293
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,4,-2,H2O,2,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2569.225605899533,2573.2388058995334
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,5,-1,H2O,2,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2569.5613647218665,2573.5745647218664
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,6,0,H2O,2,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2569.8971235442,2573.9103235442
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,7,1,H2O,2,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2570.232882366533,2574.246082366533
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,8,2,H2O,2,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2570.5686411888664,2574.5818411888663
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,4,-2,NH3,2,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2569.8816162879934,2573.8948162879933
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,5,-1,NH3,2,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2570.2173751103264,2574.2305751103263
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,6,0,NH3,2,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2570.55313393266,2574.5663339326597
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,7,1,NH3,2,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2570.888892754993,2574.902092754993
/Users/terry/Downloads/Mannually checked ECD_29_July_ZD/S20G_04_10-11ECD_Rep2/RE0.txt,1,,,6,3,3,8,2,NH3,2,2583.920945605447,2583.2419,262.7965869473362,1160.0,0.03072033898305085,-0.679045605446845,2571.2246515773263,2575.2378515773266
